,joint_drug_name,condition_concept_name,PRR,PRR_error
890,amlodipine_sodium bicarbonate,blood count abnormal,2.5,2.5
891,enalapril_saxagliptin,hallucination,5.0,5.0
892,docetaxel_loxoprofen,delirium,4.0,4.0
893,cyclophosphamide_ceftazidime,presyncope,2.5,2.5
894,risedronate_propranolol,appendicectomy,10.0,10.0
895,deflazacort_lenalidomide,aspartate aminotransferase increased,10.0,10.0
896,valsartan_sertraline,tearfulness,6.0,6.0
897,diazepam_trimeprazine,constipation,2.38095,2.38095
898,acetaminophen_cefadroxil,cardiac enzymes increased,10.0,10.0
899,metoclopramide_phenazopyridine,thrombocytopenia,5.0,5.0
900,lisinopril_carvedilol,pigmentation disorder,1.5,1.5
901,benserazide_nifedipine,vertigo,10.0,10.0
902,erlotinib_albuterol,candidiasis,30.0,30.0
903,ranolazine_pravastatin,akathisia,10.0,10.0
904,lactobacillus acidophilus_interferon beta-1a,hypothyroidism,10.0,10.0
905,nifedipine_potassium chloride,pneumonia aspiration,1.0,1.0
906,salmeterol_sucralfate,toothache,5.0,5.0
907,loperamide_ondansetron,cell death,3.33333,3.33333
908,duloxetine_fentanyl,respiratory tract infection,4.28571,4.28571
909,mecobalamin_zolpidem,blood pressure systolic increased,10.0,10.0
910,clotrimazole_cephalexin,laceration,10.0,10.0
911,codeine_clonazepam,blood ph increased,5.0,5.0
912,furosemide_sulfamethoxazole,self-medication,1.66667,1.66667
913,venlafaxine_exenatide,headache,2.13483,2.13483
914,furosemide_bevacizumab,atrial thrombosis,10.0,10.0
915,hydralazine_trazodone,palpitations,2.0,2.0
916,atenolol_acyclovir,breath odour,10.0,10.0
917,prednisone_fentanyl,blood urine present,2.94118,2.94118
918,thyroid (usp)_verapamil,rhinorrhoea,3.33333,3.33333
919,tramadol_hydroxyzine,grand mal convulsion,3.33333,3.33333
920,venlafaxine_pramipexole,eosinophil count increased,10.0,10.0
921,moxifloxacin_valproate,bronchitis,6.66667,6.66667
922,esomeprazole_citalopram,balanitis candida,10.0,10.0
923,tenofovir disoproxil_morphine,oedema peripheral,3.75,3.75
924,escitalopram_azathioprine,musculoskeletal pain,5.0,5.0
925,oxybutynin_azelastine,dystonia,5.0,5.0
926,ifosfamide_fluconazole,blood glucose increased,2.1428599999999998,2.1428599999999998
927,tolterodine_oxcarbazepine,adverse drug reaction,3.33333,3.33333
928,simvastatin_naproxen,endometrial hypertrophy,10.0,10.0
929,perindopril_lamotrigine,toxicity to various agents,5.0,5.0
930,olanzapine_propiomazine,apathy,10.0,10.0
931,tilidine_tiotropium,cold sweat,10.0,10.0
932,formoterol_alprazolam,blood disorder,1.11111,1.11111
933,cetirizine_ranitidine,ecchymosis,6.0,6.0
934,glucosamine_digoxin,economic problem,50.0,50.0
935,olmesartan_levothyroxine,ataxia,2.72727,2.72727
936,docusate_lisinopril,diverticulitis,4.44444,4.44444
937,pseudoephedrine_allopurinol,myalgia,2.72727,2.72727
938,enalapril_ramipril,poor quality drug administered,10.0,10.0
939,ascorbic acid_ramipril,osteoporosis,8.0,8.0
940,lisinopril_memantine,feeling abnormal,2.6,2.6
941,hydrochlorothiazide_methotrexate,hyperhidrosis,1.21359,1.21359
942,salmeterol_omeprazole,hepatic haematoma,20.0,20.0
943,furosemide_calcium lactate,alanine aminotransferase increased,6.0,6.0
944,etoposide_epoetin alfa,spinal compression fracture,10.0,10.0
945,citalopram_standardized senna concentrate,aplasia pure red cell,10.0,10.0
946,magnesium oxide_fondaparinux,syncope,5.0,5.0
947,ascorbic acid_hydroxyzine,atrioventricular block,5.0,5.0
948,caffeine_mefenamate,rhabdomyolysis,10.0,10.0
949,lidocaine_megestrol,condition aggravated,2.5,2.5
950,calcium carbonate_folic acid,laryngitis,1.1764700000000001,1.1764700000000001
951,morphine_clindamycin,c-reactive protein increased,2.0,2.0
952,darunavir_moxifloxacin,diarrhoea,1.11111,1.11111
953,cetirizine_oxygen,pneumonia,4.82759,4.82759
954,citalopram_selenium,musculoskeletal chest pain,10.0,10.0
955,duloxetine_pregabalin,polyuria,1.7391299999999998,1.7391299999999998
956,gemtuzumab ozogamicin_diphenhydramine,diarrhoea,2.66667,2.66667
957,ferrous sulfate_tocopherol,decreased appetite,20.0,20.0
958,aspirin_amoxicillin,sweat gland tumour,3.33333,3.33333
959,beclomethasone_sitagliptin,dizziness,7.5,7.5
960,teriparatide_methylprednisolone,limb injury,5.0,5.0
961,furosemide_tolvaptan,tricuspid valve incompetence,6.66667,6.66667
962,rivaroxaban_sitagliptin,vaginal haemorrhage,5.0,5.0
963,albuterol_alfuzosin,type 2 diabetes mellitus,3.33333,3.33333
964,saxagliptin_allopurinol,staphylococcal infection,3.33333,3.33333
965,bleomycin_dexamethasone,facial pain,30.0,30.0
966,niacin_valproate,rotator cuff syndrome,5.0,5.0
967,losartan_eszopiclone,insomnia,11.7391,11.7391
968,"fluoxetine_insulin, aspart, human",rash papular,2.5,2.5
969,etanercept_naproxen,spondylitis,20.0,20.0
970,fenofibrate_famciclovir,decubitus ulcer,10.0,10.0
971,famotidine_sulfamethoxazole,intracranial tumour haemorrhage,10.0,10.0
972,olanzapine_polyethylene glycol 3350,diarrhoea,2.22222,2.22222
973,infliximab_azathioprine,hypothyroidism,0.47618999999999995,0.47618999999999995
974,anastrozole_digoxin,jaw disorder,30.0,30.0
975,doxorubicin_vincristine,anaemia neonatal,5.71429,5.71429
976,calcium acetate_magnesium oxide,multi-organ failure,10.0,10.0
977,candesartan_nitroglycerin,polyneuropathy,3.33333,3.33333
978,famotidine_bevacizumab,neoplasm malignant,1.33333,1.33333
979,isosorbide dinitrate_glimepiride,injury,1.11111,1.11111
980,prednisone_mycophenolate mofetil,protein total decreased,0.434783,0.434783
981,eszopiclone_pravastatin,constipation,3.33333,3.33333
982,vitamin d_calcitriol,heart rate decreased,13.3333,13.3333
983,nystatin_simvastatin,cerebellar ataxia,10.0,10.0
984,zolpidem_amiodarone,fracture,0.909091,0.909091
985,bisacodyl_oxcarbazepine,hypoaesthesia,15.0,15.0
986,melphalan_bortezomib,lung disorder,4.46809,4.46809
987,acebutolol_montelukast,cough,5.0,5.0
988,aspirin_melphalan,malnutrition,12.5,12.5
989,timolol_varenicline,weight decreased,3.33333,3.33333
990,vitamin a_potassium chloride,arthralgia,1.88172,1.88172
991,prochlorperazine_cyclobenzaprine,mobility decreased,2.0,2.0
992,diphenoxylate_gabapentin,colitis ischaemic,10.0,10.0
993,capecitabine_omeprazole,urinary tract infection,3.2894699999999997,3.2894699999999997
994,buprenorphine_amoxicillin,carpal tunnel syndrome,30.0,30.0
995,prochlorperazine_amitriptyline,synovial cyst,30.0,30.0
996,terbinafine_olopatadine,renal impairment,15.0,15.0
997,meperidine_dopamine,confusional state,4.0,4.0
998,aspirin_isosorbide,generalised erythema,0.652174,0.652174
999,pentosan polysulfate_propranolol,angina pectoris,10.0,10.0
1000,diltiazem_megestrol,platelet count abnormal,10.0,10.0
1001,losartan_solifenacin,bronchiectasis,20.0,20.0
1002,calcium carbonate_ritonavir,chest pain,4.16667,4.16667
1003,paclitaxel_acyclovir,pyrexia,2.8571400000000002,2.8571400000000002
1004,glimepiride_dutasteride,weight decreased,1.0,1.0
1005,hydrochlorothiazide_oxybutynin,inappropriate antidiuretic hormone secretion,1.66667,1.66667
1006,zuclopenthixol_acetaminophen,neuroleptic malignant syndrome,10.0,10.0
1007,fexofenadine_epoetin alfa,bone pain,2.5,2.5
1008,sulfasalazine_albuterol,neuropathy peripheral,4.0,4.0
1009,niacin_lithium carbonate,general physical health deterioration,5.0,5.0
1010,cholesterol_prednisone,cough,2.5,2.5
1011,rivastigmine_mianserin,jaundice,20.0,20.0
1012,aspirin_trimeprazine,cardiac failure congestive,3.33333,3.33333
1013,aspirin_levofloxacin,gastrointestinal perforation,1.4285700000000001,1.4285700000000001
1014,famotidine_ribavirin,drug hypersensitivity,0.4,0.4
1015,esomeprazole_omeprazole,uterine cancer,2.94118,2.94118
1016,vitamin d_metoclopramide,nephrogenic systemic fibrosis,15.0,15.0
1017,potassium_mometasone,heart rate increased,2.72727,2.72727
1018,methadone_iron,aspartate aminotransferase increased,3.33333,3.33333
1019,calcium_quinine,neck pain,3.33333,3.33333
1020,valsartan_pioglitazone,diabetes mellitus non-insulin-dependent,6.66667,6.66667
1021,ascorbic acid_ferrous gluconate,rib fracture,5.0,5.0
1022,vitamin e_tamoxifen,haemoglobin decreased,20.0,20.0
1023,tolterodine_levofloxacin,multiple injuries,70.0,70.0
1024,magnesium_clavulanate,cystitis,5.0,5.0
1025,lorazepam_thalidomide,myocardial infarction,0.517241,0.517241
1026,thyroid (usp)_anastrozole,bone density decreased,10.0,10.0
1027,diclofenac_mirtazapine,oedema,1.0,1.0
1028,"sennosides, usp_promethazine",supraventricular extrasystoles,10.0,10.0
1029,medroxyprogesterone_paroxetine,burning sensation,2.8571400000000002,2.8571400000000002
1030,bupropion_clarithromycin,infection,6.0,6.0
1031,teriparatide_sitagliptin,blood sodium decreased,10.0,10.0
1032,prochlorperazine_ondansetron,cytomegalovirus infection,0.357143,0.357143
1033,perindopril_ticagrelor,erythema multiforme,2.8571400000000002,2.8571400000000002
1034,esomeprazole_temsirolimus,condition aggravated,2.5,2.5
1035,cyclophosphamide_pamidronate,hypogonadism,5.0,5.0
1036,pamidronate_bortezomib,malaise,1.04762,1.04762
1037,tizanidine_trimethoprim,tinnitus,3.33333,3.33333
1038,risedronate_salmon calcitonin,injection site pruritus,1.66667,1.66667
1039,amlodipine_cyclophosphamide,candida infection,20.0,20.0
1040,furosemide_verapamil,abdominal abscess,1.25,1.25
1041,ethinyl estradiol_prednisone,influenza,0.681818,0.681818
1042,vitamin a_zolpidem,loose tooth,2.5,2.5
1043,prednisolone_dasatinib,hypertension,3.0,3.0
1044,sumatriptan_furosemide,autoimmune thyroiditis,10.0,10.0
1045,risedronate_ramipril,arthritis,2.63158,2.63158
1046,sertraline_minocycline,bronchitis,10.0,10.0
1047,aspirin_aripiprazole,blood ph decreased,10.0,10.0
1048,valacyclovir_sodium oxybate,retching,5.0,5.0
1049,atorvastatin_rofecoxib,fluid retention,2.7118599999999997,2.7118599999999997
1050,naproxen_zopiclone,bipolar i disorder,50.0,50.0
1051,hydrochlorothiazide_ezetimibe,plasmacytosis,5.0,5.0
1052,loperamide_trazodone,febrile neutropenia,2.8571400000000002,2.8571400000000002
1053,tramadol_enalapril,decubitus ulcer,3.33333,3.33333
1054,sulfamethoxazole_prednisone,acute lymphocytic leukaemia,17.5,17.5
1055,tramadol_trazodone,oedema mouth,2.0,2.0
1056,methylprednisolone_lithium carbonate,tooth extraction,10.0,10.0
1057,acetaminophen_potassium,neurogenic bowel,10.0,10.0
1058,triamterene_amoxicillin,decreased appetite,10.0,10.0
1059,diphenhydramine_linseed oil,nasopharyngitis,7.5,7.5
1060,levothyroxine_methotrexate,eosinophil count increased,0.37037,0.37037
1061,ascorbic acid_omeprazole,"delusional disorder, unspecified type",5.0,5.0
1062,quinapril_valdecoxib,cardio-respiratory arrest,15.0,15.0
1063,quetiapine_tiotropium,bradycardia,4.66667,4.66667
1064,estradiol_valsartan,vaginal haemorrhage,2.5,2.5
1065,furosemide_naproxen,blood cholesterol abnormal,2.5,2.5
1066,ibuprofen_metoprolol,mastication disorder,10.0,10.0
1067,calcium polycarbophil_fluconazole,convulsion,30.0,30.0
1068,simvastatin_trametinib,pyrexia,6.66667,6.66667
1069,sodium bicarbonate_iron,pleural effusion,7.5,7.5
1070,enalapril_albuterol,uterine leiomyoma,3.33333,3.33333
1071,morphine_buspirone,hallucination,3.33333,3.33333
1072,lisinopril_lansoprazole,pollakiuria,2.83333,2.83333
1073,dexamethasone_lenalidomide,radiation skin injury,0.909091,0.909091
1074,carboplatin_levofloxacin,lung infiltration,15.0,15.0
1075,lovastatin_prednisone,extrapyramidal disorder,0.833333,0.833333
1076,esomeprazole_rosuvastatin,atrial tachycardia,1.11111,1.11111
1077,pegfilgrastim_sorafenib,hepatic enzyme increased,20.0,20.0
1078,celecoxib_baclofen,oesophagitis,10.0,10.0
1079,potassium_phenazopyridine,diplopia,10.0,10.0
1080,methadone_simvastatin,musculoskeletal discomfort,5.71429,5.71429
1081,bupropion_propranolol,skin odour abnormal,10.0,10.0
1082,hydrochlorothiazide_vitamin b 12,haemoptysis,2.22222,2.22222
1083,sertraline_metoprolol,skin haemorrhage,2.0,2.0
1084,nitrazepam_fluconazole,depression,2.0,2.0
1085,hydrocortisone_hydromorphone,asthma,15.0,15.0
1086,diphenoxylate_adalimumab,myelitis,10.0,10.0
1087,albuterol_irinotecan,dermatitis acneiform,20.0,20.0
1088,amitriptyline_celecoxib,bone marrow oedema,10.0,10.0
1089,citalopram_levofloxacin,general physical health deterioration,3.75,3.75
1090,lithium_sildenafil,gait disturbance,2.0,2.0
1091,warfarin_peginterferon alfa-2b,hepatic function abnormal,5.0,5.0
1092,dexamethasone_diltiazem,prostate cancer metastatic,20.0,20.0
1093,simvastatin_nesiritide,toxicity to various agents,30.0,30.0
1094,methotrexate_adalimumab,chronic myelomonocytic leukaemia,1.11111,1.11111
1095,glucose_psyllium,respiratory failure,10.0,10.0
1096,fluvastatin_pravastatin,haematuria,20.0,20.0
1097,hydrocortisone_cyclophosphamide,neurotoxicity,18.0,18.0
1098,penicillin v_prednisone,barrett's oesophagus,5.0,5.0
1099,domperidone_granisetron,dry mouth,1.66667,1.66667
1100,timolol_citalopram,haematochezia,10.0,10.0
1101,fenofibrate_omega-3 fatty acids,abdominal tenderness,20.0,20.0
1102,daclizumab_ganciclovir,fatigue,0.810811,0.810811
1103,warfarin_iron,medical device discomfort,1.4285700000000001,1.4285700000000001
1104,topiramate_liothyronine,sinusitis,6.66667,6.66667
1105,folic acid_phenytoin,blood chloride increased,15.0,15.0
1106,heparin_propranolol,coagulopathy,30.0,30.0
1107,dacarbazine_vincristine,arthralgia,0.363636,0.363636
1108,propoxyphene_trihexyphenidyl,type 2 diabetes mellitus,40.0,40.0
1109,cyclophosphamide_lenalidomide,tooth fracture,4.0,4.0
1110,varenicline_pregabalin,therapeutic agent toxicity,2.5,2.5
1111,chlorhexidine_carvedilol,cardio-respiratory arrest,5.0,5.0
1112,enalapril_atorvastatin,tension headache,1.11111,1.11111
1113,fluticasone_topiramate,general physical condition abnormal,20.0,20.0
1114,docetaxel_alprazolam,oral disorder,15.0,15.0
1115,lorazepam_darbepoetin alfa,atherosclerosis,10.0,10.0
1116,furosemide_bortezomib,intervertebral disc degeneration,16.0,16.0
1117,prochlorperazine_dexamethasone,developmental delay,0.909091,0.909091
1118,"estrogens, conjugated (usp)_fexofenadine",herpes zoster,2.8571400000000002,2.8571400000000002
1119,duloxetine_haloperidol,balance disorder,0.625,0.625
1120,lactulose_sertraline,malnutrition,20.0,20.0
1121,aspirin_cyclosporine,blood calcium increased,10.0,10.0
1122,pravastatin_insulin glargine,pancreatic carcinoma metastatic,10.0,10.0
1123,gemfibrozil_trazodone,back disorder,1.66667,1.66667
1124,cyclosporine_meclizine,pain,6.66667,6.66667
1125,sulfamethoxazole_ceftriaxone,hypernatraemia,20.0,20.0
1126,ciprofloxacin_metaxalone,gastrointestinal disorder,2.5,2.5
1127,sumatriptan_medroxyprogesterone,drug abuse,2.0,2.0
1128,acarbose_trimethoprim,depression,3.33333,3.33333
1129,hydrochlorothiazide_atenolol,biopsy kidney,5.0,5.0
1130,glipizide_prazosin,oedema,10.0,10.0
1131,diphenhydramine_bevacizumab,hyperglycaemia,1.0,1.0
1132,warfarin_capecitabine,haemorrhagic erosive gastritis,10.0,10.0
1133,potassium chloride_acyclovir,blood pressure fluctuation,3.75,3.75
1134,enoxaparin_magnesium,pyrexia,2.0,2.0
1135,diphenoxylate_zopiclone,nasopharyngitis,10.0,10.0
1136,famotidine_linagliptin,pain,0.53719,0.53719
1137,diphenhydramine_zoledronic acid,rash pruritic,2.0,2.0
1138,celecoxib_methotrexate,blood calcium increased,2.5,2.5
1139,oxybutynin_paclitaxel,renal failure acute,10.0,10.0
1140,lidocaine_calcium,eye pain,1.25,1.25
1141,sertraline_lamotrigine,impaired healing,2.89474,2.89474
1142,citalopram_ziprasidone,anhedonia,3.33333,3.33333
1143,moxifloxacin_lorazepam,weight decreased,2.24138,2.24138
1144,levothyroxine_tiotropium,incontinence,0.606061,0.606061
1145,potassium_fluorouracil,pancytopenia,20.0,20.0
1146,alendronate_ketoprofen,atelectasis,2.5,2.5
1147,cortisone_folic acid,peripheral swelling,6.66667,6.66667
1148,hydrocodone_omeprazole,fracture nonunion,3.75,3.75
1149,cimetidine_trastuzumab,hypertension,3.33333,3.33333
1150,oxygen_lenalidomide,overdose,0.384615,0.384615
1151,acetaminophen_pimecrolimus,hypokalaemia,10.0,10.0
1152,"insulin, isophane_tacrolimus",weight increased,1.81818,1.81818
1153,sertraline_spironolactone,visual impairment,3.33333,3.33333
1154,tenofovir disoproxil_alendronate,weight increased,3.33333,3.33333
1155,diclofenac_lansoprazole,hypomagnesaemia,3.33333,3.33333
1156,alendronate_calcium gluconate,purpura,10.0,10.0
1157,ipratropium_loratadine,infective exacerbation of chronic obstructive airways disease,10.0,10.0
1158,vitamin a_citalopram,platelet count decreased,1.38889,1.38889
1159,furosemide_glimepiride,anhedonia,4.24242,4.24242
1160,ceftriaxone_clavulanate,dental caries,2.5,2.5
1161,methadone_leucovorin,deep vein thrombosis,5.0,5.0
1162,famotidine_soybean oil,death,0.5882350000000001,0.5882350000000001
1163,amitriptyline_fentanyl,multiple drug overdose,6.66667,6.66667
1164,nadolol_cetirizine,hyperhidrosis,3.33333,3.33333
1165,"cimetidine_insulin, aspart, human",renal failure,2.5,2.5
1166,gliclazide_lisinopril,septic shock,1.66667,1.66667
1167,eszopiclone_amitriptyline,musculoskeletal chest pain,10.0,10.0
1168,clopidogrel_sotalol,heart rate irregular,5.71429,5.71429
1169,alteplase_digoxin,gout,5.0,5.0
1170,rivaroxaban_pregabalin,blood creatinine increased,2.8571400000000002,2.8571400000000002
1171,cyclophosphamide_ranitidine,denture wearer,30.0,30.0
1172,erlotinib_gliclazide,stomatitis,5.0,5.0
1173,famotidine_cefepime,enterococcal sepsis,20.0,20.0
1174,carfilzomib_citalopram,pallor,10.0,10.0
1175,"estrogens, conjugated (usp)_atenolol",bursitis,11.25,11.25
1176,acetaminophen_butalbital,bladder disorder,2.0,2.0
1177,ramipril_levofloxacin,hypoaesthesia oral,1.66667,1.66667
1178,aripiprazole_zopiclone,tachypnoea,2.5,2.5
1179,benazepril_azelastine,condition aggravated,5.0,5.0
1180,chlorpheniramine_escitalopram,dyskinesia,10.0,10.0
1181,hydrocodone_oxaprozin,drug hypersensitivity,8.88889,8.88889
1182,phenobarbital_valproate,hypopnoea,5.0,5.0
1183,docetaxel_cetuximab,oesophagitis,14.2857,14.2857
1184,propoxyphene_potassium chloride,mucosal dryness,5.0,5.0
1185,bupivacaine_clonidine,cardiac failure congestive,0.263158,0.263158
1186,salmeterol_clorazepate,glossodynia,10.0,10.0
1187,budesonide_theophylline,dysgeusia,1.05263,1.05263
1188,esomeprazole_promethazine,alcoholism,1.66667,1.66667
1189,succinylcholine_levothyroxine,leukopenia,10.0,10.0
1190,ciprofloxacin_lansoprazole,bile duct stone,10.0,10.0
1191,lisinopril_verapamil,intraocular pressure increased,1.05263,1.05263
1192,acetaminophen_glucosamine,formication,2.0,2.0
1193,bevacizumab_acyclovir,dyspepsia,3.33333,3.33333
1194,metoprolol_fentanyl,plantar fasciitis,6.0,6.0
1195,cefazolin_potassium chloride,lacunar infarction,5.0,5.0
1196,enalapril_docusate,breast cancer metastatic,2.5,2.5
1197,azithromycin_midodrine,confusional state,2.0,2.0
1198,valsartan_guaifenesin,thrombocytopenia,2.72727,2.72727
1199,tadalafil_ciprofloxacin,dyskinesia,2.5,2.5
1200,lovastatin_desvenlafaxine,crying,10.0,10.0
1201,salmeterol_potassium,restrictive pulmonary disease,5.0,5.0
1202,zolpidem_lenalidomide,retching,1.11111,1.11111
1203,ceftriaxone_allopurinol,iron deficiency anaemia,10.0,10.0
1204,folic acid_amitriptyline,ejection fraction decreased,1.875,1.875
1205,enoxaparin_goserelin,neoplasm malignant,20.0,20.0
1206,furosemide_levalbuterol,choking,3.33333,3.33333
1207,etanercept_gabapentin,cardiac ablation,10.0,10.0
1208,donepezil_clonazepam,tooth disorder,2.0,2.0
1209,pantoprazole_meclizine,gingival bleeding,5.0,5.0
1210,ciprofloxacin_trazodone,dysphagia,5.90909,5.90909
1211,metoclopramide_verapamil,neutrophil percentage increased,10.0,10.0
1212,polyethylene glycol 3350_cephalexin,gastrointestinal pain,5.0,5.0
1213,albuterol_zolmitriptan,cardiac failure congestive,1.81818,1.81818
1214,ibuprofen_meperidine,pericardial effusion,3.33333,3.33333
1215,valsartan_memantine,application site rash,10.0,10.0
1216,docusate_denosumab,osteonecrosis of jaw,60.0,60.0
1217,folic acid_ezetimibe,haemolytic anaemia,2.8571400000000002,2.8571400000000002
1218,tacrolimus_prednisone,stress,0.545455,0.545455
1219,isosorbide_levothyroxine,platelet count increased,2.72727,2.72727
1220,sulfamethoxazole_clarithromycin,pelvic pain,5.71429,5.71429
1221,tofacitinib_omeprazole,pain,2.08955,2.08955
1222,lisinopril_eculizumab,fluid retention,5.0,5.0
1223,tramadol_carboplatin,haemoglobin decreased,11.875,11.875
1224,diclofenac_clonazepam,tooth abscess,5.0,5.0
1225,duloxetine_promethazine,body temperature decreased,4.0,4.0
1226,dorzolamide_duloxetine,apathy,5.0,5.0
1227,hydrocodone_calcium,sinus congestion,5.55556,5.55556
1228,temazepam_trazodone,lactic acidosis,2.0,2.0
1229,dipyridamole_dexamethasone,diarrhoea,2.77778,2.77778
1230,telmisartan_clindamycin,pyrexia,5.0,5.0
1231,olanzapine_calcium,drug intolerance,4.0,4.0
1232,benazepril_infliximab,aortic stenosis,20.0,20.0
1233,omeprazole_mirtazapine,leukoencephalopathy,2.5,2.5
1234,fluoxetine_lorazepam,abdominal rigidity,5.0,5.0
1235,warfarin_trimethoprim,left ventricular hypertrophy,15.0,15.0
1236,zoledronic acid_oxcarbazepine,intervertebral disc protrusion,10.0,10.0
1237,dipyrone_picosulfate sodium,post procedural haemorrhage,10.0,10.0
1238,rosiglitazone_ferrous sulfate,anaemia,10.5882,10.5882
1239,ramipril_colesevelam,psychomotor hyperactivity,5.0,5.0
1240,olmesartan_olopatadine,drug withdrawal syndrome,5.0,5.0
1241,hydralazine_lorazepam,blood pressure diastolic decreased,5.0,5.0
1242,fluoxetine_citalopram,gastric ulcer,1.66667,1.66667
1243,ipratropium_cholecalciferol,myocardial infarction,1.05263,1.05263
1244,folic acid_hydroxocobalamin,pleural effusion,0.909091,0.909091
1245,chlorpheniramine_clonazepam,fear,2.0,2.0
1246,duloxetine_morphine,upper-airway cough syndrome,5.0,5.0
1247,quetiapine_prochlorperazine,sinus congestion,10.0,10.0
1248,calcium carbonate_leuprolide,chills,0.833333,0.833333
1249,capecitabine_methylphenidate,rhinorrhoea,20.0,20.0
1250,amlodipine_repaglinide,limb injury,1.66667,1.66667
1251,fluoxetine_trazodone,injection site urticaria,0.5405409999999999,0.5405409999999999
1252,ramipril_indomethacin,hypotension,1.7647099999999998,1.7647099999999998
1253,glyburide_esomeprazole,abdominal discomfort,1.08696,1.08696
1254,methylprednisolone_naproxen,osteonecrosis,3.33333,3.33333
1255,tramadol_metoclopramide,mouth ulceration,5.5,5.5
1256,diphenhydramine_nebivolol,infusion site erythema,10.0,10.0
1257,simvastatin_alendronate,pyoderma gangrenosum,30.0,30.0
1258,leucovorin_mesna,graft versus host disease,5.0,5.0
1259,bumetanide_gatifloxacin,decreased appetite,10.0,10.0
1260,clonidine_gabapentin,suicidal ideation,2.7619,2.7619
1261,"estrogens, conjugated (usp)_topiramate",tremor,3.6734699999999996,3.6734699999999996
1262,diltiazem_escitalopram,respiration abnormal,10.0,10.0
1263,pregabalin_eculizumab,feeling abnormal,2.0,2.0
1264,levofloxacin_carvedilol,off label use,0.56338,0.56338
1265,oxaliplatin_promethazine,diet refusal,10.0,10.0
1266,venlafaxine_memantine,grand mal convulsion,2.0,2.0
1267,aspirin_lisinopril,rheumatoid vasculitis,2.0,2.0
1268,"sennosides, usp_carboplatin",dysphagia,5.0,5.0
1269,diazepam_lansoprazole,disinhibition,5.0,5.0
1270,albuterol_methotrexate,periorbital haematoma,2.0,2.0
1271,benzonatate_oxybutynin,oesophageal disorder,10.0,10.0
1272,rivastigmine_alprazolam,dependence,3.33333,3.33333
1273,metoclopramide_epoetin alfa,gynaecomastia,10.0,10.0
1274,furosemide_anastrozole,metastases to lymph nodes,10.0,10.0
1275,capecitabine_fluorouracil,polyneuropathy,35.0,35.0
1276,irbesartan_gabapentin,musculoskeletal chest pain,10.0,10.0
1277,cetirizine_fluconazole,rhinitis allergic,60.0,60.0
1278,diphenhydramine_hydromorphone,injection site nodule,2.5,2.5
1279,aspirin_methylprednisolone,apnoeic attack,10.0,10.0
1280,lamivudine_lisinopril,gamma-glutamyltransferase increased,20.0,20.0
1281,propofol_fentanyl,cholangitis,1.0,1.0
1282,diclofenac_fluvoxamine,withdrawal syndrome,10.0,10.0
1283,biperiden_haloperidol,memory impairment,1.875,1.875
1284,glucose_docusate,tardive dyskinesia,1.4285700000000001,1.4285700000000001
1285,telmisartan_celecoxib,anaemia,1.85185,1.85185
1286,terbutaline_polyethylene glycol 4000,tachycardia,10.0,10.0
1287,buspirone_verapamil,urinary incontinence,5.0,5.0
1288,diclofenac_clavulanate,device related sepsis,5.0,5.0
1289,metoprolol_doxepin,renal failure acute,1.66667,1.66667
1290,rosuvastatin_oxcarbazepine,neuropathy peripheral,10.0,10.0
1291,warfarin_cefazolin,toothache,10.0,10.0
1292,estradiol_oxycodone,animal bite,3.33333,3.33333
1293,fluticasone_formoterol,bone loss,20.0,20.0
1294,budesonide_tamoxifen,toxicity to various agents,10.0,10.0
1295,hydrocodone_tadalafil,myalgia,4.0,4.0
1296,terazosin_zoledronic acid,throat cancer,10.0,10.0
1297,clavulanate_clindamycin,feeling jittery,5.0,5.0
1298,losartan_nilotinib,cardiac arrest,1.4285700000000001,1.4285700000000001
1299,amoxicillin_alendronate,hysterectomy,2.0,2.0
1300,isoniazid_indomethacin,drug effect decreased,7.5,7.5
1301,olanzapine_codeine,blood creatine phosphokinase increased,13.3333,13.3333
1302,diazepam_ondansetron,akathisia,3.33333,3.33333
1303,moxifloxacin_ciprofloxacin,hypocalcaemia,5.0,5.0
1304,doxorubicin liposome_epoetin alfa,renal failure chronic,20.0,20.0
1305,cyclobenzaprine_primidone,abdominal pain upper,10.0,10.0
1306,"insulin, aspart, human_gabapentin",tubulointerstitial nephritis,2.8571400000000002,2.8571400000000002
1307,calcium carbonate_diltiazem,bowel movement irregularity,3.33333,3.33333
1308,levonorgestrel_sertraline,vertigo,0.625,0.625
1309,metronidazole_haloperidol,dyspnoea paroxysmal nocturnal,10.0,10.0
1310,zopiclone_chlorambucil,urticaria,10.0,10.0
1311,albuterol_bromfenac,weight decreased,3.33333,3.33333
1312,thyroid (usp)_calcium,international normalised ratio increased,0.833333,0.833333
1313,lisinopril_ranitidine,malignant neoplasm progression,1.25,1.25
1314,"estrogens, conjugated (usp)_anastrozole",angioedema,1.0,1.0
1315,ciprofloxacin_peginterferon alfa-2a,vomiting,1.875,1.875
1316,dipyrone_gabapentin,pulmonary oedema,1.66667,1.66667
1317,atorvastatin_imipenem,dyskinesia,10.0,10.0
1318,polyethylene glycol 3350_metoclopramide,renal tubular necrosis,5.0,5.0
1319,trimethoprim_micafungin,lung neoplasm,2.0,2.0
1320,tamsulosin_doxepin,emotional distress,6.66667,6.66667
1321,gentamicin_standardized senna concentrate,musculoskeletal pain,10.0,10.0
